State/Region Pcode,State/Region Name,District Pcode,District Name,Township Pcode,Township Name,Total population Both sexes,Urban population Both sexes,Rural population Both sexes,Urban population (%),% rural,0 - 14,% 0 - 14,10 - 17,5 -  29 years school/college attendanceCurrently attending,% currently attending school/college,Total,Employee (government),Employee (private),Employer,Own account worker,Household worker,% 10yr and older in paid employment,Conventional households,Institutions,% in institutions,Mean household size,percentile mean household,Total,Apartment/ Condominium,Bungalow/ Brick house,Semi0pacca house,% HQ housing,Wooden house,Bamboo,Hut 2 - 3 years,Hut 1 year,Other,% LQ housing,Safe sanitation (%),% households with access to safe sanitation,Total,Dhani/Theke/ In leaf,Bamboo,Wood,Corrugated sheet,Tile/Brick/ Concrete,Other,Total,Dhani/Theke/ In leaf,Bamboo,Earth,Wood,Corrugated sheet,Tile/Brick/ Concrete,Other,Total,Bamboo,Earth,Wood,Tile/Brick/ Concrete,Other,Total,Electricity,Kerosene,Candle,Battery,Generator (private),Water mill (private),Solar system/energy,Other,% households w/ electricity as source,% households w/ solar systems as source,% households w/ relatively efficient sources of lighting,% households w/ relatively poor sources of lighting,Total,Electricity,LPG,Kerosene,BioGas,Firewood,Charcoal,Coal,Straw/Grass,Other,% cooking fuel electricity,% cooking fuel that costs natural resources,% cooking fuel that is fuel-based and requires transport,Conventional households,Radio,Television,Land line phone,Mobile phone,Computer,Internet at home,% availability to TV,% availibility to mobile phone,% availiability to radio,% availiability to computer,% availiability to Internet,Conventional households,Car/Truck/ Van,Motorcycle/ Moped,Bicycle,40Wheel tractor,Canoe/Boat,Motor boat,Cart (bullock),% availiability to car/truck/van,% availability to 40wheel tractor,% availibility to motor boat
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010011,Mogoke,"167,149","77,609","89,540",46.4,0.54,"48,747",0.29,"28,289","34,838",0.21,"136,984","2,034","25,622",1282,"34,408","24,062",0.64,"156,953","10,196",0.06,4.5,0.64,"35,247",186,"3,226","4,842",0.23,"6,602","19,299",230,52,810,0.77,89.8,0.90,"35,247","1,443",66,81,"33,399",110,148,"35,247",187,"20,652",668,"6,777",194,"6,631",138,"35,247","2,672","7,042","19,669","5,551",313,"35,247","17,932",92,"7,847","1,168",362,"4,621","2,996",229,0.5087525179,0.08500014186,0.1745113059,0.2317360343,"35,247","6,688",26,2,75,"15,376","12,865",165,3,47,0.1897466451,0.8059976736,0.002922234516,"35,247","9,219","22,693","1,585","14,888","1,394","3,433",0.64,0.42,0.26,0.04,0.10,"35,247","1,418","24,334","5,815",294,5,3,"1,712",0.04,0.01,0.69
MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010012,Thabeikkyin,"163,702","13,765","149,937",8.4,0.92,"53,339",0.33,"27,754","28,530",0.17,"128,310",3187,"29,091",2544,"26,889","25,492",0.68,"151,500","12,202",0.07,4.6,0.66,"33,141",641,1147,"1,185",0.09,"5,226","23,348",862,398,334,0.91,67.2,0.67,"33,141","16,007","1,887",30,"14,776",39,402,"33,141",339,"26,560",17,"3,109",54,"2,688",374,"33,141","14,227","1,212","14,771","2,607",324,"33,141","3,995",59,"7,456","7,829","6,370",241,"4,597","2,594",0.1205455478,0.1387103588,0.4357140702,0.3050300232,"33,141","1,552",0,2,9,"20,711","10,700",91,1,75,0.04683021031,0.9505748167,0.0003319151504,"33,141","10,004","13,540","1,465","3,559",405,160,0.41,0.11,0.30,0.01,0.00,"33,141",570,"16,630","3,599",524,903,1126,"10,326",0.02,0.02,0.50
MMR010,Mandalay,MMR010D003,Kyaukse,MMR010013,Kyaukse,"257,907","41,482","216,425",16.1,0.84,"68,874",0.27,"37,325","39,117",0.15,"213,108","8,838","52,678","5,456","37,904","47,679",0.72,"248,232","9,675",0.04,4.3,0.62,"57,765","1,582","4,835","2,525",0.15,"5,845","42,303",351,170,154,0.85,83.7,0.84,"57,765","10,501","12,951",63,"31,199",910,"2,141","57,765",600,"46,365",88,"2,053",112,"8,368",179,"57,765","28,398","5,047","13,746","10,122",452,"57,765","18,608",65,"7,830","18,622","6,818",215,"2,834","2,773",0.3221327794,0.04906085,0.4441270666,0.1846793041,"57,765","12,168",23,3,30,"38,472","6,818",109,1,141,0.2106465853,0.7859430451,0.0009694451658,"57,765","20,786","32,348","1,069","23,029","1,520","4,523",0.56,0.40,0.36,0.03,0.08,"57,765","1,367","33,610","26,688","1,237",90,67,"15,689",0.02,0.02,0.58
MMR010,Mandalay,MMR010D003,Kyaukse,MMR010014,Sintgaing,"148,918","8,290","140,628",5.6,0.94,"37,443",0.25,"19,844","20,200",0.14,"124,198","4,864","35,536",2566,"23,259","24,356",0.73,"141,835","7,083",0.05,4.2,0.61,"33,579","1,006","3,317","1,458",0.17,"3,427","23,965",224,78,104,0.83,84.1,0.84,"33,579","7,218","4,246",24,"20,611",312,"1,168","33,579",217,"26,247",20,"1,425",58,"5,475",137,"33,579","9,854","8,455","7,933","6,905",432,"33,579","12,644",51,"5,166","7,498","4,862",28,"2,500",830,0.3765448643,0.07445129396,0.3689210518,0.1800827898,"33,579","7,455",11,3,18,"23,529","2,307",111,0,145,0.2220137586,0.7727150898,0.0009529765627,"33,579","12,650","19,676",790,"14,191",795,"2,151",0.59,0.42,0.38,0.02,0.06,"33,579",937,"22,571","17,767",756,464,48,"10,184",0.03,0.02,0.67
MMR010,Mandalay,MMR010D003,Kyaukse,MMR010015,Myittha,"195,629","19,342","176,287",9.9,0.90,"53,471",0.27,"29,348","30,977",0.16,"161,661","4,627","39,745","5,460","31,113","32,250",0.70,"191,736","3,893",0.02,4.2,0.60,"46,017",496,"2,394","1,959",0.11,"4,916","35,767",351,55,79,0.89,74.8,0.75,"46,017","9,113","5,120",35,"30,997",274,478,"46,017",327,"39,344",19,"1,746",30,"4,466",85,"46,017","19,329","9,276","11,541","5,639",232,"46,017","8,949",59,"6,904","18,772","5,057",148,"3,663","2,465",0.1944716083,0.07960101702,0.5210465697,0.2048808049,"46,017","5,457",3,2,10,"38,101","2,345",30,0,69,0.1185866093,0.8795879784,0.0003259664906,"46,017","17,847","23,604",963,"13,079",474,"1,250",0.51,0.28,0.39,0.01,0.03,"46,017",800,"23,851","23,327","1,216",69,31,"15,605",0.02,0.03,0.52
MMR010,Mandalay,MMR010D003,Kyaukse,MMR010016,Tada0U,"138,617","12,389","126,228",8.9,0.91,"35,529",0.26,"18,472","19,900",0.14,"115,235","2,585","14,862",1509,"32,750","26,646",0.68,"135,085","3,532",0.03,4.1,0.59,"32,627",143,"3,210","1,480",0.15,"3,851","22,568",862,104,409,0.85,76.7,0.77,"32,627","4,749","3,428",37,"17,807",129,"6,477","32,627",387,"25,139",16,"1,447",42,"4,636",960,"32,627","2,269","20,535","3,081","6,399",343,"32,627","7,602",81,"2,775","10,888","4,986",57,"3,269","2,969",0.2329972109,0.1001930916,0.4882765807,0.1785331167,"32,627","2,988",4,14,12,"28,382","1,146",31,0,50,0.09158059276,0.9059674503,0.0009194838631,"32,627","15,446","15,729",798,"10,158",353,"1,693",0.48,0.31,0.47,0.01,0.05,"32,627",642,"20,085","14,275",592,791,117,"16,119",0.02,0.02,0.62
MMR010,Mandalay,MMR010D004,Myingyan,MMR010017,Myingyan,"276,096","87,708","188,388",31.8,0.68,"68,272",0.25,"39,964","40,796",0.15,"233,481","5,423","51,689","7,854","50,022","31,971",0.63,"267,917","8,179",0.03,4.3,0.62,"62,340",510,"3,221","1,850",0.09,"14,401","40,723","1,125",264,246,0.91,70.4,0.70,"62,340","4,530","10,824",98,"44,810",914,"1,164","62,340",754,"52,157",49,"3,457",63,"5,444",416,"62,340","7,113","38,734","5,725","10,349",419,"62,340","22,640",406,"7,364","13,566","9,923",212,"5,901","2,328",0.3631697145,0.09465832531,0.3801892846,0.1619826756,"62,340","13,079",13,44,21,"45,717","2,719",159,182,406,0.2098010908,0.7824350337,0.00125120308,"62,340","26,801","27,372","2,714","20,665","1,081","1,275",0.44,0.33,0.43,0.02,0.02,"62,340","1,181","34,215","33,089","1,449","1,914",466,"18,287",0.02,0.02,0.55
MMR010,Mandalay,MMR010D004,Myingyan,MMR010018,Taungtha,"216,642","17,528","199,114",8.1,0.92,"61,295",0.28,"34,701","43,098",0.20,"178,289","4,775","24,553",2567,"39,868","38,016",0.62,"213,483","3,159",0.01,4.3,0.61,"49,852",222,"2,380","2,272",0.10,"6,685","34,622","2,910",381,380,0.90,53.1,0.53,"49,852","14,021","2,675",76,"31,394",179,"1,507","49,852","5,556","38,130",22,820,31,"4,405",888,"49,852","16,168","23,801","3,360","6,089",434,"49,852","10,326","1,172","11,107","12,865","5,320",397,"6,280","2,385",0.207133114,0.1259728797,0.3727433202,0.294150686,"49,852","4,000",3,41,6,"44,941",791,34,0,36,0.08023750301,0.9180373907,0.001002968788,"49,852","26,657","14,528","1,923","11,643",349,697,0.29,0.23,0.53,0.01,0.01,"49,852",548,"21,780","16,583",569,271,158,"20,700",0.01,0.01,0.44
MMR010,Mandalay,MMR010D004,Myingyan,MMR010019,Natogyi,"177,078","12,818","164,260",7.2,0.93,"45,122",0.25,"25,129","27,755",0.16,"148,260","2,499","19,044",2993,"36,684","37,108",0.66,"174,291","2,787",0.02,4.3,0.61,"40,965",64,"3,132","2,161",0.13,"2,328","28,926","3,046",720,588,0.87,73.9,0.74,"40,965","7,503",978,32,"28,727",158,"3,567","40,965","1,918","30,320",15,"1,223",62,"5,252","2,175","40,965",648,"31,326","1,136","7,557",298,"40,965","5,920",229,"6,167","18,637","2,618",30,"4,828","2,536",0.1445136092,0.1178567069,0.5195898938,0.2180397901,"40,965","2,257",6,8,7,"38,348",292,15,1,31,0.0550958135,0.9436348102,0.0005126327353,"40,965","20,225","16,025","2,027","10,587",263,462,0.39,0.26,0.49,0.01,0.01,"40,965",551,"22,398","16,024",553,112,15,"20,479",0.01,0.01,0.55
MMR010,Mandalay,MMR010D004,Myingyan,MMR010020,Kyaukpadaung,"261,908","42,817","219,091",16.3,0.84,"72,062",0.28,"38,410","48,252",0.18,"215,467","5,230","29,187","3,338","51,144","33,648",0.57,"256,214","5,694",0.02,4.1,0.59,"61,961",394,"5,038","5,075",0.17,"24,382","25,600",907,183,382,0.83,83.3,0.83,"61,961","7,479",407,74,"52,655",158,"1,188","61,961","1,776","48,776",27,"1,646",84,"8,969",683,"61,961","34,767","7,413","11,045","8,115",621,"61,961","14,502",234,"12,701","20,859","7,349",217,"4,916","1,183",0.2340504511,0.07934023014,0.4587563145,0.2278530043,"61,961","7,187",11,17,17,"53,258","1,395",47,1,28,0.1159923177,0.8828295218,0.0007262632947,"61,961","32,109","23,923","2,859","19,350",731,"1,330",0.39,0.31,0.52,0.01,0.02,"61,961","1,081","24,958","11,025",575,246,16,"24,730",0.02,0.01,0.40
MMR010,Mandalay,MMR010D004,Myingyan,MMR010021,Ngazun,"124,233","7,080","117,153",5.7,0.94,"31,993",0.26,"17,598","19,031",0.15,"103,789",1723,"11,998",1711,"33,140","17,413",0.64,"121,590","2,643",0.02,4.4,0.63,"27,838",58,"2,345","1,273",0.13,"3,334","19,076","1,274",306,172,0.87,59.0,0.59,"27,838","4,576","2,261",23,"17,203",91,"3,684","27,838",391,"21,943",17,968,19,"3,592",908,"27,838","1,314","20,578","1,589","4,119",238,"27,838","2,850",245,"2,318","9,693","6,566",98,"3,501","2,567",0.1023780444,0.1257633451,0.5875781306,0.1842804799,"27,838",549,0,28,10,"26,778",408,26,1,38,0.01972124434,0.9775486745,0.001365040592,"27,838","13,882","9,437","1,172","5,093",155,317,0.34,0.18,0.50,0.01,0.01,"27,838",249,"15,221","11,283",287,841,279,"15,470",0.01,0.01,0.55
MMR010,Mandalay,MMR010D005,Nyaung0U,MMR010022,Nyaung0U,"239,947","54,343","185,604",22.6,0.77,"60,266",0.25,"33,868","41,003",0.17,"201,512","5,190","38,907",2830,"43,266","36,287",0.63,"232,189","7,758",0.03,4.3,0.61,"54,473",383,"5,648","4,182",0.19,"6,181","32,548","3,887",448,1196,0.81,64.4,0.64,"54,473","16,359","1,920",56,"31,049",117,"4,972","54,473","4,659","36,475",23,"1,215",68,"9,163","2,870","54,473","21,404","19,030","1,652","11,552",835,"54,473","15,424",419,"8,885","11,565","9,486",76,"6,630","1,988",0.2831494502,0.1217116737,0.3878435188,0.2072953573,"54,473","9,431",15,24,25,"43,924",950,27,0,77,0.1731316432,0.8242799185,0.001174893984,"54,473","26,744","19,511","1,976","18,059",1002,"1,919",0.36,0.33,0.49,0.02,0.04,"54,473","1,433","24,386","11,576",454,633,290,"20,309",0.03,0.01,0.45
MMR010,Mandalay,MMR010D006,Yamethin,MMR010023,Yamethin,"258,091","27,698","230,393",10.7,0.89,"67,616",0.26,"37,107","40,552",0.16,"214,920","5,218","27,228","3,863","60,369","39,904",0.64,"237,145","20,946",0.08,4.1,0.59,"57,259",584,"3,998","3,720",0.14,"31,726","16,289",608,190,144,0.86,79.3,0.79,"57,259","8,480","1,129",66,"46,959",400,225,"57,259",721,"45,525",21,"4,067",43,"6,743",139,"57,259","13,868",811,"37,928","4,371",281,"57,259","7,319",977,"18,071","11,099","7,983",252,"9,759","1,799",0.1278227004,0.1704360886,0.3376587087,0.3640825023,"57,259","2,607",6,43,33,"49,691","4,765",48,0,66,0.04552996036,0.9518852931,0.001432089279,"57,259","29,768","19,224","1,236","12,993",506,676,0.34,0.23,0.52,0.01,0.01,"57,259",618,"24,983","20,859",288,88,20,"26,683",0.01,0.01,0.44
MMR010,Mandalay,MMR010D006,Yamethin,MMR010024,Pyawbwe,"260,293","32,214","228,079",12.4,0.88,"71,922",0.28,"39,414","44,582",0.17,"213,969","3,982","29,959","3,267","62,311","36,895",0.64,"254,433","5,860",0.02,4.3,0.62,"58,863",478,"4,386","4,479",0.16,"30,594","18,083",281,70,492,0.84,81.9,0.82,"58,863","6,597","1,441",107,"49,982",146,590,"58,863","1,142","45,739",25,"3,141",52,"8,101",663,"58,863","17,281",975,"34,489","5,280",838,"58,863","8,330",275,"8,304","21,435","7,531",60,"9,918","3,010",0.1415150434,0.1684929412,0.4931111224,0.1968808929,"58,863","2,813",12,70,20,"50,003","5,774",66,4,101,0.04778893363,0.9487623804,0.001732837266,"58,863","28,636","20,989","1,795","15,515",542,"1,493",0.36,0.26,0.49,0.01,0.03,"58,863",755,"25,010","20,142",372,170,17,"28,537",0.01,0.01,0.42
MMR010,Mandalay,MMR010D007,Meiktila,MMR010028,Meiktila,"309,663","111,522","198,141",36.0,0.64,"82,658",0.27,"46,453","55,554",0.18,"257,116","19,676","39,208","5,410","50,721","52,532",0.65,"291,498","18,165",0.06,4.3,0.61,"68,439","3,823","6,865","6,221",0.25,"16,344","34,260",518,276,132,0.75,87.6,0.88,"68,439","4,840","1,116",112,"60,750","1,047",574,"68,439",663,"48,326",46,"3,021",159,"15,768",456,"68,439","22,862","5,899","23,610","15,250",818,"68,439","29,352",289,"3,910","19,168","5,495",171,"5,487","4,567",0.4288782712,0.08017358524,0.3628632797,0.1280848639,"68,439","15,397",40,8,53,"44,107","8,477",133,1,223,0.2249740645,0.7702917927,0.001475766741,"68,439","30,247","37,173","3,216","27,623","2,256","4,548",0.54,0.40,0.44,0.03,0.07,"68,439","2,125","36,155","24,442",380,374,30,"20,368",0.03,0.01,0.53
MMR010,Mandalay,MMR010D007,Meiktila,MMR010029,Mahlaing,"139,427","13,850","125,577",9.9,0.90,"37,508",0.27,"19,696","22,805",0.16,"115,335","2,368","17,051",2727,"24,644","19,169",0.57,"136,355","3,072",0.02,4.1,0.59,"33,327",65,"3,499","2,690",0.19,"6,597","19,561",640,151,124,0.81,84.8,0.85,"33,327","5,072",83,17,"27,077",134,944,"33,327",534,"25,369",14,"1,189",36,"5,782",403,"33,327","1,587","22,102","2,690","6,556",392,"33,327","4,191",121,"4,428","14,629","2,262",35,"4,444","3,217",0.1257538932,0.1333453356,0.5078764965,0.2330242746,"33,327","1,700",5,6,6,"30,823",718,17,1,51,0.05100969184,0.9469499205,0.0005100969184,"33,327","17,940","13,999","1,973","5,134",376,636,0.42,0.15,0.54,0.01,0.02,"33,327",629,"17,970","13,836",490,182,143,"16,223",0.02,0.01,0.54
MMR010,Mandalay,MMR010D007,Meiktila,MMR010030,Thazi,"202,680","20,561","182,119",10.1,0.90,"58,386",0.29,"30,238","35,120",0.17,"164,266","7,002","24,519",2949,"38,112","31,875",0.64,"195,014","7,666",0.04,4.3,0.62,"44,892","1,337","3,234","3,119",0.17,"17,112","19,600",342,115,33,0.83,79.0,0.79,"44,892","4,154",576,68,"39,280",501,313,"44,892",366,"33,942",23,"3,439",49,"6,798",275,"44,892","16,752","1,047","21,442","5,380",271,"44,892","10,499",388,"10,852","9,218","7,102",362,"4,358","2,113",0.2338724049,0.09707743028,0.3716029582,0.2974472066,"44,892","4,573",4,20,15,"37,576","2,587",76,2,39,0.1018667023,0.8963957944,0.0008687516707,"44,892","20,419","18,880","1,377","12,542",520,"1,364",0.42,0.28,0.45,0.01,0.03,"44,892",607,"22,392","15,814",622,322,102,"17,534",0.01,0.01,0.50
MMR010,Mandalay,MMR010D007,Meiktila,MMR010031,Wundwin,"229,760","32,558","197,202",14.2,0.86,"56,282",0.24,"31,909","32,393",0.14,"193,784","3,206","39,318","4,959","49,494","27,840",0.64,"225,113","4,647",0.02,4.2,0.60,"53,569",107,"3,974","2,385",0.12,"11,399","35,253",258,96,97,0.88,80.5,0.80,"53,569","5,489",410,73,"47,243",99,255,"53,569",419,"45,259",18,"1,762",39,"5,940",132,"53,569","19,372","4,661","22,889","6,200",447,"53,569","12,862",250,"7,217","15,976","8,003",36,"5,307","3,918",0.2401015513,0.0990684911,0.4483003229,0.2125296347,"53,569","4,392",4,11,19,"44,266","4,744",52,1,80,0.08198771678,0.9158841867,0.0006346954395,"53,569","24,940","21,342","2,179","13,075",457,"1,858",0.40,0.24,0.47,0.01,0.03,"53,569",864,"29,419","25,137",575,62,13,"23,392",0.02,0.01,0.55
MMR011,Mon,MMR011D001,Mawlamyine,MMR011001,Mawlamyine,"289,388","253,734","35,654",87.7,0.12,"74,839",0.26,"44,198","46,835",0.16,"242,927","12,815","43,276","4,239","44,739","49,261",0.64,"269,916","19,472",0.07,4.7,0.67,"57,457","3,368","9,539","7,718",0.36,"31,089","4,730",501,258,254,0.64,94.1,0.94,"57,457","11,071",70,39,"44,707","1,519",51,"57,457","1,479","15,248",23,"21,366",754,"18,097",490,"57,457","3,099",214,"43,768","9,783",593,"57,457","43,679",437,"7,824","2,735","2,224",44,312,202,0.7602032825,0.005430147763,0.08707381172,0.1472927581,"57,457","27,820",983,17,915,"19,910","7,456",145,1,210,0.4841881755,0.478827645,0.03332927233,"57,457","15,312","45,142","3,732","34,727","4,033","7,219",0.79,0.60,0.27,0.07,0.13,"57,457","3,529","27,397","20,634",547,524,890,"1,039",0.06,0.01,0.48
MMR011,Mon,MMR011D001,Mawlamyine,MMR011002,Kyaikmaraw,"195,810","11,021","184,789",5.6,0.94,"68,909",0.35,"34,097","36,102",0.18,"150,644","2,401","21,678",3115,"26,282","37,226",0.60,"184,488","11,322",0.06,4.7,0.68,"38,888",269,"2,893","4,715",0.20,"24,701","3,610","1,612",641,447,0.80,70.7,0.71,"38,888","11,177",27,37,"27,489",96,62,"38,888","7,125","5,464",40,"20,170",101,"5,500",488,"38,888","3,074",119,"32,606","2,735",354,"38,888","11,127","3,543","15,173",725,"6,811",50,"1,264",195,0.2861293972,0.03250360008,0.1950730302,0.4862939724,"38,888","6,540",60,116,184,"28,475","3,250",208,1,54,0.1681752726,0.8211787698,0.009257354454,"38,888","10,530","21,832","1,702","8,573",472,797,0.56,0.22,0.27,0.01,0.02,"38,888",921,"17,045","16,621",901,"2,112","1,566","6,465",0.02,0.02,0.44
MMR011,Mon,MMR011D001,Mawlamyine,MMR011003,Chaungzon,"122,126","7,727","114,399",6.3,0.94,"36,852",0.30,"19,748","21,116",0.17,"98,998","2,590","16,473",2429,"13,256","26,447",0.62,"119,874","2,252",0.02,4.3,0.62,"27,944",35,"1,619","3,788",0.19,"15,988","5,808",496,177,33,0.81,78.3,0.78,"27,944","14,141",22,13,"13,636",114,18,"27,944","2,776","7,819",15,"14,292",37,"2,879",126,"27,944","4,670",62,"21,648","1,388",176,"27,944",756,771,"7,318",945,"16,203",182,"1,666",103,0.02705410822,0.05961923848,0.6201689092,0.2931577441,"27,944",12,88,46,224,"26,811",538,61,8,156,0.0004294302891,0.981176639,0.01281133696,"27,944","13,726","17,171","1,335","8,744",476,910,0.61,0.31,0.49,0.02,0.03,"27,944",271,"10,928","14,812",752,436,737,"5,154",0.01,0.03,0.39
MMR011,Mon,MMR011D001,Mawlamyine,MMR011004,Thanbyuzayat,"170,536","57,208","113,328",33.5,0.66,"51,773",0.30,"27,571","29,327",0.17,"137,308","3,149","36,616","3,897","32,630","6,160",0.60,"162,386","8,150",0.05,4.5,0.64,"36,234",443,"3,122","4,522",0.22,"20,123","5,554","1,477",730,263,0.78,79.9,0.80,"36,234","11,699",31,29,"24,295",137,43,"36,234","4,983","6,255",19,"18,562",119,"5,934",362,"36,234","4,044",106,"29,068","2,602",414,"36,234","14,836",655,"11,711","1,651","6,216",196,762,207,0.4094496881,0.02102997185,0.2225258045,0.3469945355,"36,234","3,722",223,19,811,"27,715","3,357",300,0,87,0.1027212011,0.8658166363,0.02906110283,"36,234","11,377","23,962","1,991","12,169","1,018","1,505",0.66,0.34,0.31,0.03,0.04,"36,234","1,085","19,909","20,061","1,270",235,385,"1,182",0.03,0.04,0.55
MMR011,Mon,MMR011D001,Mawlamyine,MMR011005,Mudon,"190,737","52,514","138,223",27.5,0.72,"53,398",0.28,"28,776","29,837",0.16,"156,277","4,457","33,360","6,134","26,272","33,301",0.66,"179,517","11,220",0.06,4.6,0.66,"39,312",531,"3,870","7,326",0.30,"21,710","5,151",525,116,83,0.70,91.0,0.91,"39,312","8,910",46,41,"30,180",110,25,"39,312","4,244","6,135",23,"20,319",104,"8,330",157,"39,312","2,402",76,"33,403","3,009",422,"39,312","18,480",469,"10,709","3,562","5,282",61,700,49,0.4700854701,0.01780626781,0.226521164,0.2855870981,"39,312","6,318",160,85,497,"29,741","2,278",166,1,66,0.1607142857,0.8187321937,0.01887464387,"39,312","14,838","28,907","1,705","16,245",971,605,0.74,0.41,0.38,0.02,0.02,"39,312","1,343","23,185","27,499","2,312",282,517,"3,193",0.03,0.06,0.59
MMR011,Mon,MMR011D001,Mawlamyine,MMR011006,Ye,"263,624","51,888","211,736",19.7,0.80,"83,948",0.32,"43,555","48,177",0.18,"209,626","4,632","31,638",4069,"45,648","50,356",0.65,"252,444","11,180",0.04,4.7,0.68,"53,448",992,"2,927","5,314",0.17,"31,146","11,144",1227,483,215,0.83,73.1,0.73,"53,448","28,642",80,28,"24,213",234,251,"53,448","5,081","14,783",89,"25,957",160,"6,828",550,"53,448","9,354",250,"39,117","4,107",620,"53,448",2108,1448,"14,571","2,290","30,793",492,1162,584,0.03944020356,0.02174075737,0.6281806616,0.3106383775,"53,448",385,495,57,1056,"41,556","9,420",354,0,125,0.007203262985,0.9603726987,0.03008531657,"53,448","14,593","32,909","2,152","15,150",1087,1113,0.62,0.28,0.27,0.02,0.02,"53,448",989,"27,981","14,188",1280,316,1087,2422,0.02,0.02,0.52
MMR011,Mon,MMR011D002,Thaton,MMR011007,Thaton,"238,106","55,047","183,059",23.1,0.77,"79,501",0.33,"43,005","43,470",0.18,"187,930","6,470","33,443","4,529","29,098","41,846",0.61,"228,090","10,016",0.04,4.7,0.68,"48,284","1,339","3,117","4,420",0.18,"26,819","10,768","1,172",462,187,0.82,74.9,0.75,"48,284","19,378",36,34,"26,295",437,"2,104","48,284","8,021","11,661",47,"20,140",155,"6,580","1,680","48,284","10,584",206,"32,976","4,146",372,"48,284","19,974","1,178","20,399",902,"4,055",22,"1,572",182,0.4136774087,0.0325573689,0.1031190456,0.4506461768,"48,284","11,493",119,81,67,"35,526",881,20,1,96,0.2380291608,0.7544528208,0.005529782122,"48,284","16,137","25,502","2,002","14,961","1,070","1,384",0.53,0.31,0.33,0.02,0.03,"48,284",868,"14,402","31,066","2,660",938,845,"3,921",0.02,0.06,0.30
MMR011,Mon,MMR011D002,Thaton,MMR011008,Paung,"218,459","29,434","189,025",13.5,0.87,"72,614",0.33,"39,183","39,435",0.18,"172,975","3,739","25,035",5215,"23,621","45,177",0.59,"211,821","6,638",0.03,4.8,0.70,"43,726",371,"3,110","3,932",0.17,"26,952","6,854","1,224",595,688,0.83,74.3,0.74,"43,726","14,656",54,40,"28,517",242,217,"43,726","7,198","9,278",24,"20,502",131,"5,196","1,397","43,726","5,667",107,"34,399","2,933",620,"43,726","17,004","3,332","13,602","1,774","5,971",407,"1,390",246,0.3888761835,0.03178886704,0.1864337008,0.3929012487,"43,726","10,824",91,173,125,"30,531","1,351",74,2,555,0.2475415085,0.7308695056,0.008896308832,"43,726","15,860","26,958","1,914","13,038",676,"1,599",0.62,0.30,0.36,0.02,0.04,"43,726",746,"12,711","22,359","1,732",583,"1,229","8,294",0.02,0.04,0.29
MMR011,Mon,MMR011D002,Thaton,MMR011009,Kyaikto,"184,532","35,224","149,308",19.1,0.81,"59,155",0.32,"31,981","32,298",0.18,"146,234","5,250","29,066",3150,"31,649","28,062",0.66,"167,264","17,268",0.09,4.4,0.63,"38,088","1,375","2,287","2,681",0.17,"19,073","10,406","1,196",682,388,0.83,78.4,0.78,"38,088","18,734",57,37,"16,455",210,"2,595","38,088","3,024","14,231",43,"13,365",269,"5,335","1,821","38,088","8,817",243,"23,612","4,995",421,"38,088","14,247",657,"15,492","2,182","4,115",183,961,251,0.3740548204,0.0252310439,0.1701323251,0.4305818105,"38,088","8,111",26,50,88,"28,138","1,542",65,1,67,0.2129542113,0.7809808864,0.004305818105,"38,088","12,212","19,132","1,636","12,015",794,722,0.50,0.32,0.32,0.02,0.02,"38,088",715,"13,037","18,504",488,161,740,"3,180",0.02,0.01,0.34
MMR011,Mon,MMR011D002,Thaton,MMR011010,Bilin,"181,075","18,392","162,683",10.2,0.90,"60,971",0.34,"32,537","35,053",0.19,"142,099","3,545","21,982",3424,"28,196","28,415",0.60,"174,021","7,054",0.04,4.4,0.64,"39,231",654,"1,298","1,773",0.09,"23,528","10,353",897,458,270,0.91,68.7,0.69,"39,231","25,502",49,12,"10,552",165,"2,951","39,231","5,120","12,468",39,"17,624",53,"3,058",869,"39,231","9,461",175,"27,071","2,175",349,"39,231","8,665","2,468","18,054","1,548","6,686",132,"1,594",84,0.2208712498,0.04063113354,0.213249726,0.5252478907,"39,231","4,551",15,109,46,"33,830",540,30,6,104,0.1160052,0.8770105274,0.004333307843,"39,231","13,128","16,953","1,230","8,892",429,592,0.43,0.23,0.33,0.01,0.02,"39,231",419,"10,754","22,102","1,525",250,370,"5,317",0.01,0.04,0.27
MMR012,Rakhine,MMR012D001,Sittwe,MMR012001,Sittwe,"147,899","100,748","47,151",68.1,0.32,"39,864",0.27,"25,233","25,094",0.17,"124,375","11,367","16,227",2628,"18,734","27,861",0.62,"139,673","8,226",0.06,4.8,0.69,"29,036","2,189","1,877","2,102",0.21,"10,151","12,205",271,161,80,0.79,69.9,0.70,"29,036","12,270",212,48,"15,527",931,48,"29,036",672,"18,781",34,"3,654",258,"5,551",86,"29,036","10,981",343,"13,225","4,235",252,"29,036","13,789","1,176","8,645",874,"3,704",108,652,88,0.474893236,0.02245488359,0.1613858658,0.3412660146,"29,036",881,42,203,28,"14,016","13,125",579,4,158,0.03034164485,0.9548147128,0.009402121504,"29,036","9,556","13,522","1,500","12,905","1,608","2,716",0.47,0.44,0.33,0.06,0.09,"29,036",544,"8,162","11,218",181,505,400,"1,371",0.02,0.01,0.28
