State/Region Pcode,State/Region Name,District Pcode,District Name,Township Pcode,Township Name,Total population Both sexes,Urban population Both sexes,Rural population Both sexes,Urban population (%),% rural,0 - 14,% 0 - 14,10 - 17,5 -  29 years school/college attendanceCurrently attending,% currently attending school/college,Total,Employee (government),Employee (private),Employer,Own account worker,Household worker,% 10yr and older in paid employment,Conventional households,Institutions,% in institutions,Mean household size,percentile mean household,Total,Apartment/ Condominium,Bungalow/ Brick house,Semi0pacca house,% HQ housing,Wooden house,Bamboo,Hut 2 - 3 years,Hut 1 year,Other,% LQ housing,Safe sanitation (%),% households with access to safe sanitation,Total,Dhani/Theke/ In leaf,Bamboo,Wood,Corrugated sheet,Tile/Brick/ Concrete,Other,Total,Dhani/Theke/ In leaf,Bamboo,Earth,Wood,Corrugated sheet,Tile/Brick/ Concrete,Other,Total,Bamboo,Earth,Wood,Tile/Brick/ Concrete,Other,Total,Electricity,Kerosene,Candle,Battery,Generator (private),Water mill (private),Solar system/energy,Other,% households w/ electricity as source,% households w/ solar systems as source,% households w/ relatively efficient sources of lighting,% households w/ relatively poor sources of lighting,Total,Electricity,LPG,Kerosene,BioGas,Firewood,Charcoal,Coal,Straw/Grass,Other,% cooking fuel electricity,% cooking fuel that costs natural resources,% cooking fuel that is fuel-based and requires transport,Conventional households,Radio,Television,Land line phone,Mobile phone,Computer,Internet at home,% availability to TV,% availibility to mobile phone,% availiability to radio,% availiability to computer,% availiability to Internet,Conventional households,Car/Truck/ Van,Motorcycle/ Moped,Bicycle,40Wheel tractor,Canoe/Boat,Motor boat,Cart (bullock),% availiability to car/truck/van,% availability to 40wheel tractor,% availibility to motor boat
MMR222,Shan,MMR016D002,Monghsat,MMR016006,Monghsat,"104,649","9,445","95,204",9.0,0.91,"41,531",0.40,"18,366","12,359",0.12,"75,472",3138,"13,781",561,"20,296","11,451",0.65,"97,313","7,336",0.07,5.1,1.00,"19,111","1,184","3,044","1,190",0.28,"2,440","10,174",833,72,174,0.72,42.7,0.43,"19,111","8,612",48,25,"8,939","1,453",34,"19,111",88,"11,893",128,"2,009",53,"4,883",57,"19,111","6,099","4,890","1,631","6,365",126,"19,111","7,005","1,855","3,945",132,408,"4,053",372,1341,0.3665428287,0.01946522945,0.2403327926,0.3736591492,"19,111","2,065",34,39,72,"16,594",256,8,1,42,0.1080529538,0.8821621056,0.007587253414,"19,111","2,279","8,141",594,"3,320",377,368,0.43,0.17,0.12,0.02,0.02,"19,111",1051,"11,080","2,693",433,12,43,"3,015",0.05,0.02,0.58
MMR222,Shan,MMR016D002,Monghsat,MMR016007,Mongping,"68,833","8,906","59,927",12.9,0.87,"25,692",0.37,"11,435","5,398",0.08,"50,745",1376,1711,218,"16,834","6,844",0.53,"65,886","2,947",0.04,5.0,1.00,"13,299",219,489,801,0.11,"3,620","7,727",303,40,100,0.89,32.9,0.33,"13,299","7,080",32,4,"4,928","1,184",71,"13,299",38,"8,235",19,"3,805",30,1116,56,"13,299","8,027",140,"3,826","1,202",104,"13,299",1165,56,"3,946",260,82,"4,405",976,"2,409",0.08760057147,0.07338897661,0.3569441311,0.4820663208,"13,299",37,2,6,8,"12,934",270,9,0,33,0.002782164072,0.9935333484,0.001203097977,"13,299","2,112","4,238",277,"2,199",149,149,0.32,0.17,0.16,0.01,0.01,"13,299",190,"7,557",782,171,29,21,"3,242",0.01,0.01,0.57
MMR222,Shan,MMR016D002,Monghsat,MMR016008,Mongton,"70,089","9,424","60,665",13.4,0.87,"23,709",0.34,"12,336","8,163",0.12,"53,308",1872,10159,374,"17,629","6,654",0.69,"62,072","8,017",0.11,5.0,1.00,"12,521",521,824,660,0.16,"3,220","6,808",435,20,33,0.84,44.7,0.45,"12,521","6,086",96,16,"5,699",609,15,"12,521",31,"7,386",58,"3,175",71,1795,5,"12,521","3,035",4930,"2,262",2233,61,"12,521",1163,2699,"4,869",61,1346,1224,428,731,0.09288395496,0.03418257328,0.2101269867,0.6628064851,"12,521",64,6,78,36,"11,916",369,13,0,39,0.005111412826,0.9821899209,0.00958389905,"12,521",1634,"4,252",389,"2,171",173,260,0.34,0.17,0.13,0.01,0.02,"12,521",511,"6,433",1222,429,16,8,1066,0.04,0.03,0.51
MMR222,Shan,MMR016D003,Tachileik,MMR016009,Tachileik,"177,313","58,767","118,546",33.1,0.67,"49,528",0.28,"26,201","23,070",0.13,"144,784",3677,"30,700",2373,"38,503","21,082",0.67,"167,493","9,820",0.06,4.4,0.97,"37,673","8,361","12,509","4,780",0.68,"5,224","6,110",299,132,258,0.32,90.4,0.90,"37,673","5,076",55,49,"17,684","14,586",223,"37,673",102,"6,964",26,"6,285",422,"23,710",164,"37,673","5,149","1,312","5,350","25,423",439,"37,673","22,567",1060,"5,021",1324,1379,"4,603",1327,392,0.5990231731,0.03522416585,0.1939319937,0.1718206673,"37,673","5,256",272,42,"5,500","21,381","4,894",61,0,267,0.1395163645,0.6990682983,0.1543280333,"37,673","13,779","27,229","2,210","25,555","2,999","2,758",0.72,0.68,0.37,0.08,0.07,"37,673","3,973","27,883","14,212",1292,24,91,1332,0.11,0.03,0.74
MMR222,Shan,MMR016D004,Monghpyak,MMR016010,Monghpyak,"30,556","6,074","24,482",19.9,0.80,"10,523",0.34,"4,519","4,213",0.14,"23,108",1959,1309,179,"6,938","3,491",0.60,"28,235","2,321",0.08,4.6,1.00,"6,165",599,915,525,0.33,"2,029","1,963",84,12,38,0.67,65.1,0.65,"6,165","1,768",16,4,"3,293","1,064",20,"6,165",14,"2,257",21,"1,908",16,"1,930",19,"6,165","1,865",220,"1,984","2,061",35,"6,165",849,406,"1,151",128,667,"1,861","1,024",79,0.1377128954,0.1660989457,0.4308191403,0.2653690187,"6,165",21,3,15,50,"5,759",305,7,0,5,0.003406326034,0.9847526358,0.01103000811,"6,165","2,497","3,103",262,"2,354",155,299,0.50,0.38,0.41,0.03,0.05,"6,165",122,"4,513","1,401",448,1,1,388,0.02,0.07,0.73
MMR222,Shan,MMR016D004,Monghpyak,MMR016011,Mongyawng,"79,890","5,852","74,038",7.3,0.93,"21,982",0.28,"11,017","7,896",0.10,"65,051",1520,3346,750,"24,124","6,092",0.55,"75,413","4,477",0.06,4.4,0.97,"17,196",612,"1,742","2,114",0.26,"9,838",2611,115,47,117,0.74,60.5,0.60,"17,196",1324,35,22,"2,545","13,176",94,"17,196",25,3254,103,"10,129",169,"3,497",19,"17,196",1364,2391,"8,552","4,764",125,"17,196",4460,555,1595,274,212,"6,529","3,365",206,0.2593626425,0.195685043,0.4079437078,0.1370086067,"17,196",364,67,8,121,"16,486",140,8,0,2,0.02116771342,0.9673179809,0.01139799953,"17,196","2,421","11,637",1571,"9,576",237,309,0.68,0.56,0.14,0.01,0.02,"17,196",684,"14,358","2,229","4,600",32,59,1280,0.04,0.27,0.83
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017002,Kangyidaunt,"177,990","11,092","166,898",6.2,0.94,"53,510",0.30,"28,564","29,741",0.17,"143,214","2,434","29,995","9,542","21,169","31,600",0.66,"175,779","2,211",0.01,4.1,0.91,"42,966",95,650,"1,342",0.05,"18,962","20,683",663,275,296,0.95,82.3,0.82,"42,966","30,684",25,28,"12,123",38,68,"42,966","26,430","6,732",14,"7,982",53,"1,595",160,"42,966","10,712",156,"30,455","1,401",242,"42,966","2,798","20,408","6,520","10,549","1,017",15,"1,566",93,0.06512125867,0.03644742354,0.269538705,0.6288926128,"42,966",820,9,420,27,"38,575","1,426",56,10,"1,623",0.01908485779,0.9325280454,0.01061304287,"42,966","16,291","19,824","1,328","9,243",341,859,0.46,0.22,0.38,0.01,0.02,"42,966",252,"7,475","14,848","1,137","6,346","2,337","5,964",0.01,0.03,0.17
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017007,Kyaunggon,"163,035","16,052","146,983",9.8,0.90,"46,374",0.28,"24,946","26,070",0.16,"132,969","2,054","34,902","8,710","20,079","26,267",0.69,"160,722","2,313",0.01,3.9,0.86,"41,402",43,802,"1,022",0.05,"13,677","25,319",270,199,70,0.95,88.3,0.88,"41,402","17,960",46,40,"23,217",40,99,"41,402","13,348","19,711",8,"6,463",36,"1,630",206,"41,402","14,935",140,"24,660","1,407",260,"41,402","3,025","20,327","5,365","9,078","1,278",16,"2,218",95,0.07306410318,0.05357229119,0.2505192986,0.622844307,"41,402",840,13,352,32,"38,866",574,14,10,701,0.02028887493,0.9531906671,0.009588908748,"41,402","15,627","17,553","1,107","8,007",236,140,0.42,0.19,0.38,0.01,0.00,"41,402",157,"8,573","20,569","2,059","3,227",414,"5,588",0.00,0.05,0.21
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017005,Kyonpyaw,"235,727","23,966","211,761",10.2,0.90,"68,954",0.29,"36,465","40,744",0.17,"191,047","3,182","40,602","9,980","29,943","41,932",0.66,"233,103","2,624",0.01,3.9,0.87,"59,488",117,"1,425","1,570",0.05,"17,649","38,145",266,208,108,0.95,95.9,0.96,"59,488","27,310",183,70,"31,823",68,34,"59,488","1,011","46,011",29,"9,446",33,"2,604",354,"59,488","22,249",223,"34,628","2,097",291,"59,488","5,710","22,624","8,723","17,836","2,112",21,"2,310",152,0.09598574502,0.03883136095,0.3356811458,0.5295017483,"59,488","1,254",10,267,40,"55,636",932,37,11,"1,301",0.02107988166,0.9517213556,0.00532880581,"59,488","24,532","24,094","3,357","8,099",436,419,0.41,0.14,0.41,0.01,0.01,"59,488",255,"13,064","35,180","2,677","2,228",711,"10,366",0.00,0.05,0.22
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017004,Ngapudaw,"324,479","28,732","295,747",8.9,0.91,"98,623",0.30,"49,222","56,390",0.17,"258,893","4,738","47,321",9362,"50,237","63,990",0.68,"320,532","3,947",0.01,4.2,0.93,"76,652",347,275,1208,0.02,"46,493","20,374","3,953","2,173","1,829",0.98,49.3,0.49,"76,652","62,000",45,84,"13,815",298,410,"76,652","45,414","9,700",15,"18,888",124,1547,964,"76,652","14,992",326,"59,293",1414,627,"76,652","4,910","16,634","12,816","27,395","10,114",59,"4,036",688,0.0640557324,0.05265355111,0.4901111517,0.3931795648,"76,652",486,12,180,41,"69,700","5,438",148,13,634,0.00634034337,0.9823487972,0.003039711945,"76,652","34,642","25,658","2,939","8,621",539,744,0.33,0.11,0.45,0.01,0.01,"76,652",328,"11,434","11,827",981,"8,348","7,739","11,094",0.00,0.01,0.15
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017001,Pathein,"380,985","187,442","193,543",49.2,0.51,"97,780",0.26,"55,512","55,889",0.15,"318,371","16,056","65,406","8,064","57,052","68,859",0.68,"353,610","27,375",0.07,4.1,0.92,"85,687","3,741","4,195","4,061",0.14,"47,041","21,357",2185,1295,"1,812",0.86,83.7,0.84,"85,687","46,361",82,100,"37,937",878,329,"85,687","25,337","18,509",90,"29,591",463,"10,923",774,"85,687","9,949",567,"64,306","10,072",793,"85,687","32,064","14,919","11,177","15,616","8,911",209,"2,553",238,0.3741991201,0.02979448458,0.2886785627,0.3073278327,"85,687","12,024",143,325,177,"49,915","21,860",305,17,921,0.14032467,0.8413995122,0.007527396221,"85,687","29,087","46,690","4,229","36,073","3,099","7,236",0.54,0.42,0.34,0.04,0.08,"85,687","1,810","28,752","37,300",796,"4,768","3,251","8,628",0.02,0.01,0.34
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017006,Yegyi,"194,100","29,370","164,730",15.1,0.85,"53,186",0.27,"28,640","30,839",0.16,"160,014","3,180","26,808","9,668","24,841","41,707",0.66,"191,401","2,699",0.01,3.8,0.84,"50,715",107,736,1035,0.04,"23,693","24,195",387,394,168,0.96,78.2,0.78,"50,715","22,429",87,42,"28,007",94,56,"50,715","4,194","34,122",22,"10,576",43,1688,70,"50,715","19,590",174,"29,573",1158,220,"50,715","6,970","15,738","5,785","17,624",839,6,"3,352",401,0.137434684,0.06609484373,0.3641723356,0.4322981366,"50,715","2,227",10,254,23,"45,410",1926,51,4,810,0.04391205758,0.9344572612,0.005659075224,"50,715","20,754","21,026","3,035","11,242",822,1405,0.41,0.22,0.41,0.02,0.03,"50,715",580,"12,189","25,194","2,192","6,130",1423,"12,821",0.01,0.04,0.24
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017003,Thabaung,"154,400","7,300","147,100",4.7,0.95,"47,808",0.31,"24,511","28,264",0.18,"122,899","3,776","21,683","7,335","20,085","27,236",0.65,"152,562","1,838",0.01,4.1,0.91,"37,237",587,241,465,0.03,"21,506","12,503","1,103",621,211,0.97,57.4,0.57,"37,237","21,479",21,24,"15,429",175,109,"37,237","16,651","9,904",10,"9,224",57,"1,144",247,"37,237","9,019",72,"26,827","1,112",207,"37,237","2,197","18,006","3,169","10,281","1,473",24,"1,998",89,0.05900045654,0.05365630958,0.3162983054,0.5710449284,"37,237","1,034",3,223,11,"33,765","1,762",28,5,406,0.02776808014,0.9549641486,0.006364637323,"37,237","15,034","13,962",807,"6,634",156,66,0.37,0.18,0.40,0.00,0.00,"37,237",103,"5,131","6,826",374,"13,942","2,596","8,067",0.00,0.01,0.14
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017025,Kyaiklat,"193,340","24,479","168,861",12.7,0.87,"60,449",0.31,"31,814","34,630",0.18,"154,195","2,323","28,486","5,623","29,165","31,560",0.63,"186,269","7,071",0.04,4.3,0.95,"43,748",100,850,"1,060",0.05,"14,857","24,243","1,464",935,239,0.95,82.1,0.82,"43,748","28,212",32,23,"15,256",56,169,"43,748","25,337","8,277",6,"7,455",373,"1,647",653,"43,748","6,491",235,"33,866","1,826","1,330","43,748","3,857","18,605","2,852","14,622","1,615",19,"2,049",129,0.08816403036,0.04683642681,0.3715827009,0.4934168419,"43,748",702,28,242,77,"40,840",660,20,32,"1,147",0.01604644784,0.9498034196,0.007931791168,"43,748","18,654","18,460","2,617","7,105",330,591,0.42,0.16,0.43,0.01,0.01,"43,748",127,"3,835","9,935",625,"12,324","6,272","1,136",0.00,0.01,0.09
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,"202,926","15,320","187,606",7.5,0.92,"63,001",0.31,"32,437","38,439",0.19,"162,226","2,484","33,010","8,213","27,534","40,560",0.69,"197,678","5,248",0.03,4.1,0.90,"48,610",57,509,"1,011",0.03,"14,035","30,194","1,584",750,470,0.97,72.5,0.72,"48,610","36,446",24,22,"11,997",35,86,"48,610","28,429","12,062",10,"6,279",144,"1,407",279,"48,610","11,259",170,"35,215","1,168",798,"48,610","3,105","11,448","5,699","20,789","2,852",85,"4,322",310,0.06387574573,0.08891174655,0.4880888706,0.3591236371,"48,610",863,17,150,41,"44,190",523,14,11,"2,801",0.01775354865,0.9203456079,0.004278954948,"48,610","22,000","16,700","2,609","9,507",315,623,0.34,0.20,0.45,0.01,0.01,"48,610",143,"4,155","9,029","1,204","7,446","8,054","3,811",0.00,0.02,0.09
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017023,Pyapon,"314,122","52,486","261,636",16.7,0.83,"103,179",0.33,"53,343","57,969",0.18,"246,565","4,164","50,749","6,852","39,934","61,811",0.66,"306,375","7,747",0.02,4.4,0.98,"69,416",666,"1,547","1,200",0.05,"17,208","38,187","5,136","3,819",1653,0.95,47.1,0.47,"69,416","53,560",28,25,"15,140",182,481,"69,416","42,237","15,826",19,"7,328",329,"2,994",683,"69,416","30,499",452,"34,078","3,205",1182,"69,416","10,507","12,623","10,452","27,282","4,041",39,"3,774",698,0.1513627982,0.05436786908,0.4517978564,0.3424714763,"69,416","1,291",84,238,84,"57,271","4,445",197,68,"5,738",0.01859801775,0.8928921286,0.005848795667,"69,416","25,476","24,042","3,214","15,499",723,"1,982",0.35,0.22,0.37,0.01,0.03,"69,416",408,"9,542","14,296",1285,"10,252","6,790","4,445",0.01,0.02,0.14
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,"322,665","43,224","279,441",13.4,0.87,"105,626",0.33,"51,453","57,884",0.18,"251,507","3,817","44,372","10,602","46,009","53,309",0.63,"317,128","5,537",0.02,4.2,0.93,"75,987",178,"1,257","1,382",0.04,"23,110","27,707","11,383","7,926","3,044",0.96,59.9,0.60,"75,987","59,488",58,27,"15,250",52,"1,112","75,987","46,972","16,110",7,"8,406",553,"2,380","1,559","75,987","15,609",865,"54,503","2,551","2,459","75,987","6,358","14,959","13,468","30,585","4,968",42,"4,918",689,0.08367220709,0.06472159712,0.4684353903,0.3831708055,"75,987",981,85,197,76,"67,270","1,610",51,94,"5,623",0.01291010304,0.9083790648,0.004711332202,"75,987","28,824","23,541","3,395","13,022",796,"1,616",0.31,0.17,0.38,0.01,0.02,"75,987",399,"4,868","14,409","1,927","15,207","9,796","6,453",0.01,0.03,0.06
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017021,Nyaungdon,"215,906","24,455","191,451",11.3,0.89,"62,804",0.29,"33,371","35,072",0.16,"175,262","3,256","32,666",3854,"44,647","33,821",0.67,"209,950","5,956",0.03,4.1,0.91,"51,201",311,"1,403","1,837",0.07,"20,894","25,776",407,353,220,0.93,83.3,0.83,"51,201","14,400",23,51,"36,559",82,86,"51,201","24,649","6,528",7,"12,462",284,"2,895","4,376","51,201","9,916",201,"37,823","2,797",464,"51,201","4,296","20,797","5,697","15,069","3,313",47,"1,815",167,0.08390461124,0.0354485264,0.3599343763,0.5207124861,"51,201","1,849",63,243,151,"47,329",930,45,14,577,0.03611257593,0.943692506,0.008925606922,"51,201","20,706","24,207","2,019","13,628",433,"1,533",0.47,0.27,0.40,0.01,0.03,"51,201",353,"12,234","22,737","2,114","8,726","2,890","5,335",0.01,0.04,0.24
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,"179,353","21,762","157,591",12.1,0.88,"49,378",0.28,"26,752","27,890",0.16,"147,329","2,751","26,439",4059,"27,871","33,370",0.64,"176,714","2,639",0.01,3.9,0.88,"44,797",79,"1,049","1,343",0.06,"16,674","25,297",197,114,44,0.94,89.8,0.90,"44,797","15,197",72,37,"29,448",32,11,"44,797","5,166","28,263",37,"8,187",152,"1,964","1,028","44,797","15,079",174,"27,528","1,728",288,"44,797","4,167","18,066","4,731","14,136","1,696",12,"1,869",120,0.09301962185,0.04172154385,0.3536843985,0.5115744358,"44,797","1,551",24,228,39,"42,047",419,77,2,410,0.03462285421,0.9497287765,0.006495970712,"44,797","20,123","17,582","1,856","8,118",312,976,0.39,0.18,0.45,0.01,0.02,"44,797",188,"10,017","24,495","1,824","5,506","1,504","9,424",0.00,0.04,0.22
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017020,Pantanaw,"264,596","19,820","244,776",7.5,0.93,"78,085",0.30,"40,989","41,621",0.16,"213,376","2,707","28,787","7,624","62,007","30,130",0.62,"261,290","3,306",0.01,4.3,0.96,"60,277",125,903,"1,392",0.04,"19,644","37,480",285,367,81,0.96,81.8,0.82,"60,277","21,373",44,62,"38,679",51,68,"60,277","34,580","7,381",11,"12,785",104,"1,974","3,442","60,277","14,746",219,"42,893","1,871",548,"60,277","3,443","33,740","5,772","10,480","4,513",116,"2,140",73,0.05711963104,0.03550276225,0.2506594555,0.6567181512,"60,277","1,737",17,514,37,"57,040",451,38,11,432,0.02881696169,0.9545929625,0.009423163064,"60,277","30,491","23,795","4,185","9,242",819,"1,100",0.39,0.15,0.51,0.01,0.02,"60,277",510,"12,985","31,676","2,951","14,623","3,464","5,990",0.01,0.05,0.22
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017019,Maubin,"314,093","43,111","270,982",13.7,0.86,"96,906",0.31,"51,991","57,792",0.18,"252,214","5,403","49,444","12,161","51,783","46,130",0.65,"306,701","7,392",0.02,4.3,0.95,"71,804",430,"1,540","2,150",0.06,"28,411","37,579",743,674,277,0.94,68.8,0.69,"71,804","33,372",55,74,"37,910",173,220,"71,804","44,562","7,290",14,"15,405",230,"3,305",998,"71,804","14,904",280,"52,526","3,438",656,"71,804","8,957","34,617","5,822","17,065","2,515",30,"2,728",70,0.1247423542,0.03799231241,0.2731045624,0.564160771,"71,804","3,142",45,513,64,"63,836","1,642",125,70,"2,367",0.04375800791,0.9146147847,0.008662470057,"71,804","32,526","30,828","3,761","13,837",790,"1,781",0.43,0.19,0.45,0.01,0.02,"71,804",464,"13,201","27,013","1,871","14,869","6,164","5,218",0.01,0.03,0.18
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017014,Myaungmya,"298,637","58,698","239,939",19.7,0.80,"91,031",0.30,"49,383","51,513",0.17,"240,102","5,561","46,777","9,004","45,654","50,714",0.66,"291,390","7,247",0.02,4.4,0.98,"66,172",496,"1,615","2,134",0.06,"33,077","25,140","2,034",930,746,0.94,68.3,0.68,"66,172","50,233",52,28,"15,441",336,82,"66,172","42,346","9,811",11,"10,031",240,"3,572",161,"66,172","17,927",355,"43,027","3,821",1042,"66,172","10,318","23,970","6,539","21,016","2,481",35,"1,536",277,0.1559269782,0.02321223478,0.3556186907,0.4652420964,"66,172","3,329",40,411,68,"55,730","3,128",42,29,"3,395",0.05030828749,0.8905428278,0.007843196518,"66,172","25,159","31,392","2,949","12,187",768,"1,975",0.47,0.18,0.38,0.01,0.03,"66,172",360,"11,451","21,520","1,088","8,595","4,728","5,450",0.01,0.02,0.17
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017017,Wakema,"289,106","22,181","266,925",7.7,0.92,"87,630",0.30,"45,755","49,995",0.17,"231,887","3,706","40,862","12,554","50,211","42,401",0.65,"284,003","5,103",0.02,4.2,0.94,"67,448",92,918,"1,632",0.04,"30,892","30,958","1,453",930,573,0.96,79.4,0.79,"67,448","42,500",43,48,"24,679",84,94,"67,448","45,934","5,827",18,"11,371","1,163","2,313",822,"67,448","15,590",265,"48,783","2,225",585,"67,448","6,075","33,824","8,446","12,339","4,688",32,"1,837",207,0.09006938679,0.02723579647,0.2529207686,0.6297740482,"67,448","1,303",27,672,40,"60,598","1,791",83,29,"2,905",0.01931858617,0.926654608,0.01095658878,"67,448","31,750","26,500","2,647","11,395",415,863,0.39,0.17,0.47,0.01,0.01,"67,448",123,"6,966","20,807","1,347","13,410","6,717","7,624",0.00,0.02,0.10
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017015,Einme,"194,101","13,554","180,547",7.0,0.93,"59,654",0.31,"31,408","33,787",0.17,"155,510","2,449","29,209","7,930","27,822","36,705",0.67,"191,947","2,154",0.01,4.1,0.92,"46,455",128,852,"1,169",0.05,"18,213","25,397",353,205,138,0.95,76.1,0.76,"46,455","27,462",31,33,"18,865",26,38,"46,455","31,300","5,415",9,"7,534",63,"1,895",239,"46,455","17,768",134,"25,999","1,768",786,"46,455","3,269","19,761","6,105","14,008","1,877",86,"1,166",183,0.07036917447,0.02509955871,0.3437950705,0.5607361963,"46,455","1,324",6,235,27,"40,752",848,48,42,"3,173",0.0285006996,0.8974276181,0.005769023786,"46,455","20,976","20,259","2,252","6,996",333,727,0.44,0.15,0.45,0.01,0.02,"46,455",229,"7,635","17,325","1,955","7,105","2,055","5,271",0.00,0.04,0.16
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017018,Mawlamyinegyun,"311,340","32,915","278,425",10.6,0.89,"95,414",0.31,"47,619","52,271",0.17,"247,168","3,298","47,276","10,073","51,739","45,476",0.64,"307,596","3,744",0.01,4.1,0.91,"74,886",268,885,"1,700",0.04,"32,383","29,203","5,210","3,851","1,386",0.96,76.0,0.76,"74,886","54,981",30,24,"19,406",110,335,"74,886","51,852","8,158",15,"10,730","1,038","2,334",759,"74,886","13,428",503,"56,189","2,629","2,137","74,886","3,761","20,760","11,981","29,677","5,078",87,"3,026",516,0.05022300564,0.04040808696,0.4652672062,0.4441017013,"74,886",236,72,162,99,"67,202","2,357",56,69,"4,633",0.003151456881,0.9305344123,0.004446759074,"74,886","32,829","24,207","4,604","10,923",662,892,0.32,0.15,0.44,0.01,0.01,"74,886",124,"5,039","16,053",761,"17,279","11,112","8,852",0.00,0.01,0.07
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017016,Labutta,"315,218","33,403","281,815",10.6,0.89,"103,460",0.33,"48,375","52,613",0.17,"243,929","3,302","37,433","10,474","56,406","59,272",0.68,"309,688","5,530",0.02,4.1,0.91,"75,583",241,733,858,0.02,"38,376","27,475","3,324","3,616",960,0.98,58.0,0.58,"75,583","61,062",31,29,"13,963",104,394,"75,583","55,458","8,421",8,"8,904",362,"1,616",814,"75,583","24,761",774,"47,541","1,714",793,"75,583","6,450","26,778","9,686","22,624","6,412",51,"3,056",526,0.08533664978,0.04043237236,0.3848352143,0.4893957636,"75,583","2,613",8,277,28,"67,722","2,336",33,22,"2,544",0.03457126603,0.9276292288,0.00414114285,"75,583","28,296","22,463","3,271","9,417",546,812,0.30,0.12,0.37,0.01,0.01,"75,583",189,"5,151","11,949",792,"16,127","8,732","9,856",0.00,0.01,0.07
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017012,Kyangin,"96,083","19,495","76,588",20.3,0.80,"20,935",0.22,"11,312","11,280",0.12,"82,447","3,119","12,680",2155,"19,705","18,059",0.68,"94,512","1,571",0.02,3.5,0.78,"26,857",151,724,805,0.06,"18,589","5,489",571,382,146,0.94,89.3,0.89,"26,857","12,351",238,7,"13,995",235,31,"26,857",772,"15,552",12,"8,993",33,"1,465",30,"26,857","11,471",85,"14,024","1,130",147,"26,857","5,339",195,"8,107","8,865","1,834",17,"2,220",280,0.1987936106,0.08266001415,0.3990021224,0.3195442529,"26,857","1,559",7,11,13,"23,209","1,962",48,0,48,0.05804818111,0.9390103139,0.001154261459,"26,857","13,488","12,581","1,375","5,253",402,259,0.47,0.20,0.50,0.01,0.01,"26,857",357,"10,658","16,167",457,490,183,"10,261",0.01,0.02,0.40
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,"168,203","21,254","146,949",12.6,0.87,"47,427",0.28,"25,276","27,366",0.16,"137,347","2,260","29,554","7,836","26,427","24,878",0.66,"166,163","2,040",0.01,3.9,0.88,"42,073",38,599,"1,079",0.04,"16,450","23,150",479,220,58,0.96,91.6,0.92,"42,073","19,697",54,32,"22,260",17,13,"42,073",524,"32,448",10,"7,245",47,"1,284",515,"42,073","13,920",158,"26,863",979,153,"42,073","5,479","12,033","7,963","13,209","1,798",22,"1,263",306,0.1302260357,0.03001925225,0.3572124641,0.482542248,"42,073","1,048",10,137,18,"39,703",236,29,7,885,0.02490908659,0.9501342904,0.003921755045,"42,073","17,700","15,633","1,912","8,263",293,873,0.37,0.20,0.42,0.01,0.02,"42,073",162,"9,540","21,489","1,552","3,953","1,067","8,975",0.00,0.04,0.23
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017011,Myanaung,"218,581","22,550","196,031",10.3,0.90,"55,368",0.25,"30,489","31,399",0.14,"183,010","3,924","43,927","9,601","40,536","28,744",0.69,"215,552","3,029",0.01,3.6,0.80,"59,920",85,"1,043","2,276",0.06,"33,805","20,754","1,124",713,120,0.94,83.9,0.84,"59,920","25,794",201,47,"33,624",167,87,"59,920","1,794","41,313",49,"13,407",62,"2,843",452,"59,920","29,721",472,"27,861","1,534",332,"59,920","8,891","2,360","24,539","14,974","6,261",168,"2,274",453,0.1483811749,0.0379506008,0.3571929239,0.4564753004,"59,920","2,086",564,36,33,"55,356","1,549",91,3,202,0.03481308411,0.9512516689,0.01056408545,"59,920","26,172","22,917","2,003","9,345",472,"1,456",0.38,0.16,0.44,0.01,0.02,"59,920",321,"18,908","38,410",682,"1,396",459,"19,204",0.01,0.01,0.32
